Dim_cm2,Date,Style_encoded,Artist_encoded,Medium_encoded,Cluster
1437.35,1950,2,2315,2746,2
760.0,1923,8,2347,1197,2
868.0,1953,2,277,1405,1
13096.8,1893,3,1313,2549,1
329.84,1915,1,534,5306,0
4086.46,1962,4,150,2751,1
3398.85,1967,4,1548,2549,1
4967.55,1968,4,3561,4336,0
415.8,1942,2,25,1405,1
491.4,1900,3,1308,1197,1
3726.0,1953,2,1544,5362,0
1340.28,1935,8,1118,2751,1
1374.08,1958,2,1894,5364,0
988.2,1897,3,1313,2549,1
1851.2,1916,1,534,5344,0
4286.4,1964,4,150,2751,1
5486.04,1968,4,3561,4336,0
9078.0,1994,5,1971,3975,0
619.84,1994,5,962,3906,0
1147.04,1893,3,2636,5300,0
523.6,1900,3,1308,1197,1
1036.8,1950,2,1486,5347,0
1192.9,1931,8,2196,1405,2
1174.5,1944,2,105,1405,1
1497.05,1929,8,1163,1405,1
1381.68,1958,2,1894,5363,0
4649.2,1917,1,534,5306,0
2969.4,1963,4,1359,1408,1
4723.11,1969,4,3561,4336,0
1591.52,1878,6,1505,2673,1
1140.09,1894,3,2636,5306,0
816.0,1900,3,1308,1197,1
2976.0,1950,2,1486,5347,0
1499.65,1931,8,2196,1405,2
1382.16,1928,8,3206,2549,2
1296.84,1921,8,2123,1197,2
2940.3,1957,2,1894,5364,0
4121.84,1959,2,1244,192,1
1469.16,1917,1,534,5306,0
1959.76,1965,4,1090,2549,1
5518.75,1968,4,3561,4336,0
2575.7,1933,8,1642,1197,2
4950.1,1967,4,3149,4372,0
3830.4,1971,4,558,2901,1
958.92,1893,3,2636,5306,0
1162.0,1951,2,1486,5347,0
2169.31,1898,3,2336,2549,2
959.44,1923,8,2123,1197,2
1965.96,1927,8,1163,1405,1
1256.25,1920,8,1927,5375,0
280.67,1921,8,534,5306,0
3531.6,1966,4,2058,1386,2
1043.94,1965,4,1090,2549,1
4312.1,1968,4,3561,4336,0
9523.15,1975,4,2942,2580,2
4020.8,1961,4,558,2470,1
1128.28,1945,2,1796,5300,0
2162.7,1899,3,2336,2549,2
1478.4,1921,8,2123,1197,2
4261.6,1955,2,1642,2549,1
1009.8,1921,8,534,5306,0
978.56,1966,4,1090,5300,0
1606.5,1993,5,2274,331,2
17820.0,1991,5,1583,4710,0
1046.15,1889,3,2636,5396,0
2595.76,1929,8,1164,3432,1
2146.5,1898,3,2336,2549,2
588.7,1927,8,548,1405,1
1163.25,1899,3,2636,5306,0
961.33,1948,2,1771,2746,1
528.28,1914,1,1308,1531,1
249.6,1953,2,1703,5381,0
410.64,1923,8,2125,5300,0
3333.28,1955,2,2603,2549,2
612.32,1946,2,3544,1628,2
275.28,1921,8,534,5306,0
3293.4,1965,4,2962,1408,2
4122.99,1967,4,1548,2549,1
7277.2,1983,5,2020,2549,2
4532.3,1959,2,2603,2547,2
978.12,1893,3,2636,5306,0
1415.7,1942,2,2028,1261,2
1328.0,1952,2,19,5306,0
1692.18,1886,3,1495,1405,1
1291.22,1925,8,2123,1197,2
3336.06,1957,2,2603,2549,2
1238.68,1921,8,534,1800,1
3313.2,1965,4,2962,1408,2
1132.2,1967,4,1324,2549,1
4322.25,1983,5,3215,2549,2
1507.48,1936,8,2603,1209,2
1155.6,1894,3,2636,5306,0
520.76,1914,1,1308,1531,1
1606.4,1888,3,1495,1405,1
1765.26,1924,8,2123,1197,2
3289.0,1957,2,2603,2549,2
1847.36,1921,8,534,5356,0
3300.0,1965,4,2962,1408,2
3223.54,1966,4,2993,2810,2
6965.4,1984,5,3215,2549,2
1493.96,1939,8,2603,161,2
1140.09,1894,3,2636,5306,0
1185.52,1930,8,3546,2549,2
497.25,1948,2,2771,5298,0
999.0,1923,8,2123,1197,2
310.2,1908,1,534,5306,0
1162.98,1922,8,534,10,1
3194.1,1966,4,2020,2549,2
1216.0,1976,4,195,4649,0
986.7,1943,2,2003,1405,2
594.0,1906,1,1843,1197,1
2045.25,1947,2,2771,5394,0
1574.58,1907,1,835,2549,1
1296.87,1922,8,534,2527,1
7200.49,1964,4,1510,2751,1
5344.49,1967,4,986,2549,1
1324.86,1962,4,3132,1486,2
8522.4,1983,5,3262,2549,2
219360.75,1994,5,937,4492,3
504.9,1922,8,2123,1197,2
299.6,1922,8,534,5306,0
6918.94,1964,4,1510,2751,1
8849.76,1983,5,3262,2549,2
525.0,1997,5,746,2112,1
495.6,1929,8,1843,1405,2
1250.48,1920,8,1475,1506,1
490.25,1920,8,2123,1197,2
5793.6,1926,8,835,2549,1
364.23,1937,8,2148,4908,0
364.23,1937,8,2148,5306,0
364.23,1937,8,2148,5306,0
364.23,1937,8,2148,5306,0
364.23,1937,8,2148,5306,0
2910.6,1958,2,3557,557,2
636.64,1923,8,534,5306,0
2129.79,1967,4,986,3341,1
2136.75,1967,4,986,4156,0
2172.3,1967,4,986,3341,1
2172.3,1967,4,986,3341,1
2129.79,1967,4,986,3341,1
2180.1,1967,4,986,3341,1
2129.79,1967,4,986,3341,1
2160.6,1967,4,986,3341,1
2122.17,1967,4,986,3341,1
2122.17,1967,4,986,2549,1
8910.0,1983,5,3262,2549,2
1600.5,1995,5,2032,4336,0
3780.0,1995,5,175,508,1
2341.66,1943,2,3185,1359,2
6795.75,1953,2,1295,5375,0
1176.24,1922,8,2123,1405,2
747.63,1923,8,534,5306,0
8372.25,1967,4,197,3391,1
1323.0,1942,2,19,5306,0
581.15,1922,8,1843,1197,2
4669.0,1923,8,2362,5306,0
264.45,1924,8,534,5306,0
3098.8,1965,4,2785,4336,0
3256.92,1965,4,2950,1446,2
584.1,1905,1,1843,1197,1
1999.77,1958,2,2492,4697,0
304.98,1925,8,534,5306,0
1922.4,1965,4,274,2549,1
8026.98,1997,5,2117,2769,2
1881.0,1998,5,3090,2549,2
1014.6,1916,1,1843,1405,1
738.72,1898,3,2564,2549,2
15115.1,1892,3,1313,2549,1
1960.4,1994,5,2117,1221,2
1881.0,1998,5,3090,2549,2
103.84,1907,1,1843,1197,1
761.09,1953,2,2927,5375,0
1704.78,1922,8,2591,1213,2
4888.24,1957,2,2515,2746,2
3386.4,1896,3,1313,2549,1
2985.31,1964,4,1268,4588,0
8629.2,1961,4,454,5375,0
2177.4,1994,5,2117,1204,2
1951.6,1994,5,2117,1197,2
1910.0,1994,5,2117,1197,2
1656.0,1994,5,2117,1197,2
2017.8,1994,5,2117,1197,2
2560.04,1894,3,1313,2549,1
682.0,1920,8,2642,2715,2
3005.7,1947,2,1642,2549,1
1449.5,1938,8,1112,170,1
3316.6,1964,4,2249,2549,2
11787.6,1961,4,454,5375,0
1632.0,1900,3,1308,1456,1
931.3,1994,5,2117,1197,2
824.1,1913,1,2642,1405,2
2610.0,1948,2,1642,2549,1
666.19,1948,2,2648,5362,0
3297.28,1964,4,2249,2549,2
4050.8,1963,4,454,4698,0
2763.36,1966,4,2868,4336,0
400.0,1888,3,1495,1405,1
1098.9,1919,1,2123,5306,0
3304.18,1957,2,2603,2549,2
1441.44,1921,8,534,2527,1
1519.8,1939,8,2603,161,2
501.96,1909,1,1843,1197,1
1487.2,1930,8,2603,1405,2
387.96,1894,3,2336,2549,2
1552.35,1953,2,2173,2549,2
4243.1,1955,2,1642,2549,1
235.84,1950,2,1598,5306,0
750.75,1921,8,534,5353,0
4229.64,1958,2,1759,2431,1
2070.0,1995,5,2949,4336,0
1530.0,1939,8,2603,156,2
448.35,1937,8,303,1367,1
590.0,1912,1,1843,1405,1
634.5,1951,2,2603,2549,2
938.81,1923,8,2123,1197,2
4248.72,1955,2,1642,2549,1
96.28,1922,8,534,5306,0
3135.0,1968,4,100,4336,0
6425.6,1998,5,1133,4100,0
588.06,1912,1,1843,1197,1
1165.18,1951,2,1273,2545,1
1361.7,1955,2,240,5306,0
3529.06,1926,8,2597,2549,2
2653.5,1964,4,900,4588,0
4185.0,1966,4,2603,2549,2
4120.36,1967,4,1510,2549,1
3406.8,1973,4,195,1346,1
7106.0,1996,5,119,2691,1
1050.0,1987,5,1152,1811,1
1003.92,1907,1,1843,1197,1
1177.25,1949,2,2648,5362,0
2025.94,1918,1,884,5306,0
2078.7,1955,2,2056,5300,0
1474.65,1957,2,2020,2549,2
4050.78,1963,4,454,5358,0
18059.75,1998,5,1896,2527,2
4185.94,1931,8,640,2549,1
2770.9,1949,2,1416,5375,0
1043.8,1912,1,884,5306,0
602.0,1907,1,1475,1405,1
37772.0,1997,5,3517,5306,0
3458.0,1998,5,3262,4168,0
1927.2,1952,2,3367,2751,2
1631.15,1922,8,2642,2549,2
548.64,1907,1,1475,1405,1
1814.05,1964,4,235,2747,1
5137.4,1992,5,1833,2549,2
1067.8,1998,5,2085,199,2
1067.8,1996,5,2085,4535,0
1061.96,1996,5,2085,199,2
1067.8,1998,5,2085,199,2
1067.8,1998,5,2085,199,2
1067.8,1997,5,2085,2824,2
2416.04,1952,2,3367,2751,2
2486.25,1903,3,2359,1405,2
4229.64,1965,4,1244,190,1
2334.54,1993,5,1676,4010,0
1334.0,1989,5,100,5306,0
6530.72,1899,3,2741,2650,2
916.56,1919,1,2347,1197,2
3296.58,1951,2,941,2549,1
1724.9,1918,1,1191,2746,1
830.62,1943,2,1802,66,1
2809.8,1992,5,2438,1807,2
1561.7,1924,8,1308,2549,1
2438.1,1897,3,1316,2549,1
1986.4,1921,8,2347,2549,2
4276.35,1950,2,271,1630,1
1432.25,1952,2,240,5306,0
92.25,1946,2,2117,4308,0
529.24,1898,3,1316,2549,1
548.46,1921,8,2347,1197,2
919.45,1952,2,1737,1521,1
810.9,1913,1,1715,1405,1
1092.7,1956,2,1349,5375,0
515.62,1964,4,2020,2770,2
3042.9,1971,4,2703,4336,0
462.8,1923,8,1308,2549,1
1069.74,1916,1,1308,1241,1
1815.0,1952,2,240,5375,0
1470.0,1913,1,1715,1456,1
877.8,1958,2,1956,5306,0
4282.04,1969,4,2976,2549,2
526.4,1914,1,1308,1531,1
1790.0,1898,3,1495,1456,1
1600.0,1945,2,2603,1405,2
1499.88,1913,1,1715,1405,1
886.8,1955,2,294,5365,0
442.65,1956,2,2314,5375,0
4544.43,1958,2,3050,4685,0
7140.0,1969,4,1680,2549,1
2763.6,1952,2,2771,5362,0
1658.7,1915,1,1715,1405,1
776.58,1941,2,2117,1611,2
1801.07,1939,8,2028,1259,2
2870.2,1951,2,3471,2549,2
1094.16,1925,8,1715,1405,2
778.04,1922,8,513,1628,1
850.67,1959,2,3542,5375,0
2300.0,1935,8,1798,2549,2
6664.71,1960,4,105,2549,1
1377.0,1944,2,2117,1576,2
700.74,1921,8,2603,4060,0
1661.16,1948,2,256,1197,1
1116.5,1953,2,514,156,1
834.9,1954,2,192,156,1
3550.0,1964,4,1161,2431,1
3271.86,1961,4,105,156,1
2021.3,1994,5,3531,4489,0
3279.3,1905,1,2603,1197,2
3322.9,1962,4,2888,159,2
3339.92,1961,4,105,156,1
1009.2,1946,2,2117,1197,2
582.0,1991,5,1393,2901,1
1900.0,1934,8,2603,211,2
1251.0,1906,1,1308,2549,1
631.68,1919,1,884,5306,0
3027.15,1958,2,2353,2549,2
747.0,1921,8,2603,4060,0
1535.52,1948,2,1328,1405,1
2128.0,1953,2,1252,1408,1
1570.5,1906,1,1308,2549,1
562.31,1921,8,884,5306,0
2647.89,1963,4,105,2549,1
525.0,1985,5,399,1410,1
3300.0,1953,2,1252,1408,1
756.4,1954,2,1308,2549,1
3103.92,1963,4,105,2549,1
3025.75,1973,4,2117,4032,0
512.5,1988,5,2244,1613,2
761.94,1921,8,2603,4060,0
706.32,1899,3,1964,2751,2
526.4,1914,1,1308,1531,1
4511.7,1965,4,105,2549,1
3024.0,1973,4,2117,4032,0
1609.6,1933,8,1759,5306,0
1483.02,1905,1,2603,1197,2
1306.5,1894,3,2657,2549,2
1075.4,1929,8,1308,1241,1
396.11,1948,2,1497,5375,0
1638.15,1964,4,2681,1206,2
3098.76,1965,4,105,2549,1
1064.0,1929,8,1308,1241,1
1744.47,1932,8,1163,1405,1
2430.06,1950,2,2460,5303,0
661.76,1932,8,2814,1405,2
8190.6,1969,4,105,2549,1
7878.42,1991,5,1066,5306,0
466.65,1992,5,1397,2901,1
1069.6,1929,8,1308,1531,1
1957.13,1933,8,1163,1405,1
1734.48,1953,2,2460,5303,0
1930.4,1990,5,2375,1784,2
742.28,1921,8,2603,4060,0
1064.0,1929,8,1308,1531,1
1416.22,1923,8,790,1405,1
4762.38,1899,3,782,2549,1
3045.6,1955,2,1191,2751,1
2348.2,1989,5,2117,1405,2
321.6,1992,5,1393,2901,1
2512.36,1947,2,2771,1408,2
891.45,1920,8,790,1405,1
1160.28,1923,8,2993,1197,2
1148.48,1911,1,3468,1197,2
1250.86,1969,4,32,2851,1
436.74,1952,2,3144,1442,2
1409.86,1905,1,835,1493,1
704.52,1947,2,1471,1347,1
3193.95,1989,5,2117,1197,2
7688.58,1972,4,1618,2756,1
1064.0,1929,8,1308,1241,1
1695.4,1911,1,835,1405,1
1458.6,1940,2,1471,1630,1
1479.57,1965,4,3314,1308,2
3319.8,1990,5,2117,1388,2
16791.0,1995,5,2067,4030,0
1235.25,1982,5,3149,1803,2
2234.33,1893,3,2741,2549,2
941.5,1906,1,835,5306,0
2180.1,1992,5,2117,1197,2
726.98,1993,5,2117,1197,2
6035.64,1963,4,2199,2901,2
1064.0,1929,8,1308,1241,1
3737.0,1968,4,265,4336,0
1421.2,1907,1,1105,1405,1
1473.92,1910,1,2168,1456,2
603.2,1966,4,3150,3275,2
606.1,1968,4,3150,4151,0
609.0,1968,4,3150,3275,2
609.0,1968,4,3150,3275,2
609.0,1968,4,3150,3275,2
609.0,1968,4,3150,3275,2
606.1,1968,4,3150,3275,2
606.1,1966,4,3150,3275,2
603.2,1966,4,3150,3275,2
606.1,1966,4,3150,3275,2
606.1,1966,4,3150,3275,2
603.2,1966,4,3150,3275,2
606.1,1966,4,3150,3275,2
603.2,1966,4,3150,3275,2
609.0,1967,4,3150,3275,2
1347.24,1891,3,2564,3364,2
409.16,1898,3,2629,2549,2
1067.8,1929,8,1308,1241,1
4222.5,1981,5,2857,1639,2
393.75,1943,2,1471,1604,1
1056.4,1929,8,1308,1241,1
4278.8,1948,2,2603,2549,2
5523.7,1994,5,3574,1601,2
179.55,1993,5,1393,2901,1
784.0,1929,8,1308,1531,1
3306.6,1946,2,2603,2549,2
1697.25,1942,2,192,1604,1
3141.6,1988,5,374,161,1
1064.0,1929,8,1308,1531,1
2023.0,1909,1,2362,2549,2
706.8,1903,3,3386,5306,0
894.4,1892,3,2564,1456,2
1066.8,1929,8,1308,1531,1
2903.25,1950,2,240,5306,0
682.0,1954,2,2603,2549,2
1871.1,1970,4,880,2822,1
2847.4,1992,5,3006,2470,2
2047.24,1893,3,2564,2643,2
664.2,1947,2,2744,1364,2
1064.0,1929,8,1308,1531,1
1308.3,1951,2,240,5362,0
1908.48,1970,4,880,2822,1
1776.6,1987,5,354,1197,1
150.0,1993,5,498,2883,1
2037.08,1889,3,2564,2671,2
263.2,1948,2,2744,1344,2
1075.2,1929,8,1308,1241,1
1912.95,1883,3,2564,2671,2
3707.62,1969,4,3353,1408,2
1070.3,1993,5,2117,1197,2
1168.4,1899,3,2741,2549,2
205.38,1948,2,2744,1344,2
1064.0,1929,8,1308,1531,1
1607.04,1945,2,640,2549,1
1139.88,1885,3,2564,2671,2
1417.5,1914,1,1308,1464,1
6677.34,1979,4,3415,1523,2
3300.0,1990,5,3165,156,2
3978.5,1991,5,2935,5306,0
1975.6,1969,4,1133,3342,1
1975.6,1969,4,1133,3342,1
1493.85,1891,3,2564,2643,2
2846.95,1909,1,1002,2751,1
1064.0,1929,8,1308,1531,1
785.92,1950,2,1987,1628,2
2079.0,1893,3,2564,2671,2
1064.0,1929,8,1308,1531,1
3946.54,1969,4,2316,1607,2
3300.0,1990,5,3165,156,2
4267.2,1993,5,3219,2580,2
69358.13,1980,5,224,5357,3
1066.8,1929,8,1308,1531,1
446.31,1953,2,1987,231,2
1470.6,1889,3,2564,2671,2
1025.82,1914,1,1308,2859,1
3060.24,1969,4,2316,1637,2
2035.0,1990,5,688,4252,0
6597.5,1990,5,2931,2549,2
95.55,1970,4,557,4328,0
2084.5,1949,2,1308,156,1
2087.45,1899,3,2564,2643,2
2727.06,1944,2,1105,2549,1
429.6,1895,3,1495,1405,1
1069.6,1929,8,1308,1531,1
1238.16,1912,1,534,5306,0
5076.08,1895,3,782,2595,1
3275.23,1967,4,1548,1424,1
3275.23,1967,4,1548,4223,0
3275.23,1967,4,1548,1484,1
3275.23,1967,4,1548,1484,1
3300.0,1967,4,1548,1513,1
3275.23,1967,4,1548,1484,1
3275.23,1967,4,1548,1424,1
3275.23,1967,4,1548,1484,1
3275.23,1967,4,1548,1424,1
3275.23,1967,4,1548,1484,1
3275.23,1967,4,1548,1634,1
2796.2,1972,4,2844,4336,0
1452.0,1977,4,1763,2940,0
725.9,1921,8,2603,4060,0
5050.64,1893,3,1313,2549,1
1326.0,1920,8,790,1405,1
1887.52,1942,2,1163,1405,1
1848.3,1935,8,3546,2549,2
2525.6,1930,8,1642,2549,2
681.0,1989,5,1892,4012,0
1705.24,1888,3,1495,1405,1
1061.2,1929,8,1308,1531,1
3546.15,1923,8,2585,2549,2
461.16,1951,2,810,3429,1
362.52,1951,2,810,3429,1
382.32,1951,2,810,3429,1
815.24,1951,2,810,3429,1
815.24,1951,2,810,3429,1
357.96,1951,2,810,3429,1
2525.6,1930,8,1642,2549,2
89.6,1975,4,557,4327,0
1055.6,1929,8,1308,1531,1
2147.04,1952,2,3467,2549,2
249.15,1921,8,534,5306,0
6939.9,1987,5,142,4336,0
110.76,1974,4,557,1181,1
4739.64,1897,3,2750,2549,2
1052.8,1929,8,1308,1531,1
1530.36,1921,8,2643,1197,2
587.82,1939,8,2117,1456,2
2500.0,1991,5,3285,4992,0
1061.2,1929,8,1308,1531,1
3978.54,1911,1,835,2549,1
1205.05,1922,8,2643,1197,2
1483.82,1996,5,2469,4329,0
1555.5,1988,5,793,2598,1
1990.2,1898,3,1495,2549,1
487.6,1924,8,1251,1628,1
502.5,1929,8,3446,1405,2
1825.0,1912,1,835,5306,0
3216.0,1960,4,814,2791,1
1126.17,1922,8,2643,1197,2
5290.19,1979,4,1066,2527,1
5252.1,1979,4,1066,2527,1
5264.3,1979,4,1066,2527,1
5264.3,1979,4,1066,2527,1
5290.19,1979,4,1066,2527,1
434.4,1891,3,1475,1539,1
1094.95,1945,2,2720,1259,2
280.0,1915,1,3446,1405,2
1054.65,1962,4,355,1628,1
3947.52,1974,4,1679,4380,0
2577.48,1974,4,1548,1130,1
4218.0,1974,4,2939,4380,0
4265.17,1974,4,405,2633,1
4316.8,1974,4,2946,1306,2
2424.8,1975,4,986,2585,1
3886.2,1974,4,197,4380,0
412.09,1978,4,624,4985,0
1052.8,1981,5,2153,1456,2
1365.0,1939,8,2117,5383,0
3674.88,1944,2,1642,2549,1
6997.2,1996,5,3287,2549,2
1064.0,1929,8,1308,1531,1
278.0,1951,2,71,5362,0
1443.2,1906,1,3446,1405,2
1319.5,1955,2,872,2751,1
1790.1,1925,8,2347,1197,2
4956.24,1960,4,2982,4648,0
4875.78,1981,5,1066,5311,0
1588.06,1982,5,1679,1250,1
1301.76,1932,8,1677,336,2
2298.4,1908,1,2362,2549,2
5601.5,1970,4,381,4423,0
1465.1,1925,8,2642,2549,2
2175.44,1952,2,127,2549,1
713.6,1908,1,3446,1405,2
16656.15,1985,5,962,170,1
1229.76,1932,8,1677,336,2
497.94,1920,8,2642,2715,2
2199.96,1954,2,2239,2549,2
500.0,1915,1,3446,1405,2
790.56,1891,3,426,1408,1
3693.16,1962,4,1904,4588,0
1050.84,1941,2,2117,1197,2
4634.2,1974,4,1510,4336,0
1019.04,1921,8,2642,2549,2
497.5,1915,1,3446,1405,2
6973.05,1969,4,1939,4336,0
4594.72,1985,5,3436,4336,0
4989.6,1985,5,300,2930,1
1203.6,1940,2,2117,2549,2
18008.1,1991,5,2097,3932,0
3180.8,1968,4,2710,4336,0
2729.55,1923,8,2591,2549,2
1260.72,1926,8,1088,2549,1
934.99,1952,2,1214,2749,1
522.6,1928,8,3446,1405,2
1558.45,1897,3,2564,2549,2
7010.4,1969,4,1939,4336,0
3337.56,1972,4,777,5306,0
4063.92,1985,5,3436,4336,0
5875.1,1988,5,3324,1408,2
722.3,1942,2,2117,5306,0
10462.5,1991,5,2617,156,2
475.2,1893,3,1317,2778,1
2265.48,1970,4,986,4555,0
2724.9,1923,8,2591,2549,2
1594.88,1922,8,2196,1197,2
1066.8,1929,8,1308,1531,1
1994.72,1952,2,1642,2549,1
395.2,1924,8,3446,1405,2
1412.52,1888,3,2564,2644,2
1423.33,1888,3,2564,4067,0
1402.24,1888,3,2564,2644,2
1423.33,1888,3,2564,2600,2
1402.24,1888,3,2564,2644,2
1418.84,1888,3,2564,2644,2
1418.84,1888,3,2564,2644,2
1420.16,1888,3,2564,2644,2
1401.75,1888,3,2564,2644,2
1420.16,1888,3,2564,2644,2
1426.5,1888,3,2564,2644,2
3331.44,1961,4,3141,5439,0
3357.88,1961,4,3141,1298,2
3333.28,1961,4,3141,5439,0
3324.83,1961,4,3141,5439,0
3357.88,1961,4,3141,5439,0
3318.22,1961,4,3141,5439,0
3316.32,1961,4,3141,5439,0
3334.89,1961,4,3141,5439,0
3362.96,1961,4,3141,5439,0
3327.95,1961,4,3141,5439,0
3339.6,1961,4,3141,5439,0
3349.72,1961,4,3141,5439,0
7000.24,1969,4,1939,4336,0
2052.74,1973,4,1618,1405,1
13461.25,1982,5,871,1408,1
9409.7,1973,4,986,4336,0
2119.78,1912,1,874,5306,0
1261.7,1894,3,2657,2549,2
6969.44,1969,4,1939,4336,0
1026.48,1914,1,1088,1197,1
30009.7,1991,5,986,1576,1
8501.2,1996,5,1548,1408,1
2028.0,1997,5,3289,506,2
1821.69,1948,2,1959,4651,0
1067.8,1925,8,1308,1531,1
1564.2,1956,2,842,2549,1
6451.2,1962,4,2409,1626,2
7003.5,1969,4,1939,4336,0
4309.2,1981,5,3138,2673,2
10146.4,1984,5,2780,1247,2
1588.8,1946,2,2117,1405,2
1007.19,1898,3,1313,2549,1
472.5,1890,3,2368,2549,2
1304.0,1998,5,2117,2549,2
1449.63,1908,1,884,1493,1
545.28,1899,3,2666,1408,2
715.4,1892,3,1031,5306,0
1086.5,1946,2,1936,4697,0
810.16,1932,8,1112,1405,1
6979.92,1969,4,1939,4336,0
4282.7,1973,4,208,200,1
6248.32,1981,5,3369,1435,2
10126.08,1984,5,2780,1267,2
770.5,1943,2,2117,2549,2
747.84,1989,5,1528,4005,0
9801.0,1996,5,3219,2580,2
9740.5,1996,5,3219,2580,2
9740.5,1996,5,3219,2580,2
9788.9,1996,5,3219,2580,2
1500.0,1990,5,2727,2855,2
6106.0,1998,5,2117,4507,0
5909.2,1921,8,2585,2549,2
1155.84,1920,8,2168,5324,0
1626.3,1917,1,884,5306,0
1415.68,1899,3,2666,1408,2
822.25,1894,3,1031,5306,0
361.86,1928,8,2363,2549,2
6277.92,1953,2,332,4336,0
4297.68,1969,4,2939,4211,0
8418.06,1975,4,1825,1408,2
13589.4,1974,4,827,4442,0
1076.36,1978,4,613,3293,1
1089.66,1978,4,613,4092,0
1076.36,1978,4,613,3293,1
1073.52,1978,4,613,3293,1
1079.2,1978,4,613,3293,1
1083.0,1978,4,613,3293,1
1076.36,1978,4,613,3293,1
1089.66,1978,4,613,3293,1
1083.0,1978,4,613,3293,1
1930.0,1985,5,374,1408,1
2118.6,1993,5,2117,156,2
9451.8,1998,5,2117,2563,2
5855.25,1920,8,2585,2549,2
555.75,1920,8,2642,2549,2
826.56,1897,3,1031,5306,0
525.77,1963,4,2095,5300,0
3220.4,1969,4,2519,2549,2
6751.8,1984,5,2156,2549,2
1221.0,1992,5,3013,3935,0
2827.44,1998,5,2117,2549,2
1594.56,1920,8,2347,1197,2
1762.2,1928,8,2642,1405,2
697.95,1901,3,1031,5306,0
2540.95,1963,4,1548,2549,1
3271.41,1969,4,2519,2549,2
12821.42,1991,5,2844,207,2
1025.0,1990,5,3372,1782,2
1118.4,1999,5,2117,2567,2
702.0,1923,8,2642,2549,2
779.24,1898,3,1313,1197,1
2233.44,1969,4,839,1486,1
18544.05,1979,4,1593,1201,1
417.5,1946,2,2117,1615,2
326.7,1953,2,740,1344,1
7350.0,1996,5,2946,156,2
5257.8,1996,5,2117,2549,2
2067.0,1918,1,2642,2549,2
3654.0,1944,2,1642,2549,1
2856.64,1922,8,835,1493,1
923.78,1910,1,2642,1405,2
796.25,1894,3,1031,5306,0
3265.0,1959,2,1561,2549,1
3278.06,1962,4,2463,1628,2
2272.58,1969,4,839,1486,1
8720.4,1982,5,2946,3906,0
7095.3,1985,5,1639,1208,1
10064.0,1989,5,1548,1408,1
330.0,1946,2,2117,1388,2
20765.4,1996,5,2946,156,2
1444.5,1925,8,2642,2549,2
1045.5,1928,8,2642,1405,2
411.6,1890,3,3594,2549,2
3306.24,1959,2,1561,2549,1
2272.58,1969,4,839,1486,1
4306.12,1978,4,2280,2527,2
1592.01,1971,4,1133,3115,1
433.4,1947,2,2117,1344,2
1295.82,1923,8,2585,2549,2
3276.0,1959,2,2199,4336,0
2948.53,1969,4,839,1486,1
5926.8,1978,4,2849,161,2
31741.74,1989,5,2234,338,2
822.5,1947,2,2117,1405,2
6666.0,1991,5,1530,2588,1
2815.2,1999,5,755,3448,1
390.72,1903,3,2642,1405,2
3174.92,1936,8,2231,2549,2
2952.61,1952,2,1992,5306,0
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
824.46,1969,4,793,3357,1
1587.3,1978,4,2849,1762,2
9202.24,1986,5,3307,217,2
470.6,1984,5,2117,3926,0
832.5,1946,2,2117,1350,2
2677.5,1951,2,1992,5306,0
3250.0,1959,2,244,4070,1
3255.0,1959,2,244,3276,1
3233.52,1959,2,244,3276,1
3246.48,1959,2,244,3276,1
3250.0,1959,2,244,3276,1
3245.0,1959,2,244,3276,1
3240.0,1959,2,244,3276,1
1641.2,1959,2,244,3276,1
3250.0,1959,2,244,3276,1
3220.0,1959,2,244,3276,1
3250.0,1959,2,244,3276,1
3269.5,1959,2,244,3276,1
3225.0,1959,2,244,3276,1
7040.6,1974,4,3227,2549,2
18957.0,1980,5,1510,2568,1
5441.28,1988,5,3194,2306,2
1663.2,1948,2,2117,1350,2
762.0,1991,5,3414,3499,2
762.0,1991,5,3414,4582,0
762.0,1992,5,3414,3499,2
762.0,1992,5,3414,3499,2
762.0,1992,5,3414,3499,2
762.0,1991,5,3414,3499,2
762.0,1991,5,3414,3499,2
762.0,1992,5,3414,3499,2
762.0,1992,5,3414,3499,2
762.0,1992,5,3414,3499,2
762.0,1992,5,3414,3499,2
762.0,1992,5,3414,3499,2
762.0,1992,5,3414,3499,2
1550.4,1989,5,1591,508,1
5432.0,1999,5,1420,4466,0
718.68,1943,2,1389,1366,1
1741.17,1920,8,1088,4214,0
3165.06,1892,3,1313,2549,1
1947.76,1907,1,1566,2549,1
122.76,1888,3,1495,1405,1
3098.8,1964,4,3373,4219,0
