Dim_cm2,Date,Style_encoded,Artist_encoded,Medium_encoded,Cluster
8248.03,1970,4,3474,2549,2
1275.0,1979,4,3149,4005,0
3823.2,1916,1,1079,2549,1
599.96,1918,1,1281,5306,0
1034.8,1941,2,2627,1405,2
1777.86,1955,2,1459,1628,1
5212.56,1963,4,779,4336,0
749.7,1915,1,1088,2549,1
801.6,1891,3,2636,1456,2
614.11,1917,1,1760,2549,1
1653.45,1929,8,884,5306,0
2382.0,1938,8,1308,2527,1
4589.9,1963,4,226,1197,1
987.0,1920,8,1670,2549,2
762.3,1915,1,1088,2549,1
13724.0,1970,4,3474,2549,2
1188.44,1934,8,1730,4190,0
1656.69,1912,1,3028,2549,2
618.2,1917,1,2168,1405,2
2617.92,1936,8,884,5306,0
6718.8,1961,4,1618,1260,1
5468.45,1964,4,827,3503,1
1550.43,1915,1,1088,2549,1
12274.26,1971,4,3474,2549,2
4233.6,1989,5,2117,1405,2
790.6,1928,8,1080,2549,1
1598.73,1920,8,3028,1456,2
609.9,1918,1,590,2549,1
882.94,1911,1,2168,1405,2
6722.37,1961,4,1618,1273,1
5390.55,1964,4,827,3503,1
7698.8,1965,4,2721,4414,0
3251.3,1971,4,2798,4336,0
1142.7,1989,5,2117,1405,2
512.64,1928,8,1080,2549,1
826.2,1912,1,3028,1213,2
611.28,1918,1,2595,2549,2
591.6,1898,3,1301,2595,1
5417.64,1964,4,827,3503,1
3263.5,1971,4,2798,4336,0
986.7,1928,8,1080,2549,1
610.6,1918,1,2595,2549,2
1004.4,1896,3,897,1408,1
1664.0,1964,4,2946,2549,2
5396.85,1964,4,827,3503,1
2096.25,1971,4,2787,1405,2
1167.56,1933,8,1088,3363,1
741.75,1933,8,2814,3363,2
1168.0,1933,8,1798,3363,0
1614.06,1938,8,3592,2570,2
274.7,1926,8,1099,170,1
618.45,1918,1,3464,2549,2
2837.68,1885,3,2359,1428,2
5725.92,1960,4,3062,2549,2
1680.51,1964,4,2946,2549,2
5370.0,1964,4,827,3503,1
4342.59,1969,4,2320,4336,0
4197.95,1976,4,32,1405,1
579.15,1925,8,1099,157,1
611.28,1918,1,1185,5306,0
1264.5,1906,1,1308,2549,1
5662.5,1963,4,3062,2549,2
1656.0,1964,4,2946,2549,2
5352.1,1964,4,827,3503,1
5352.1,1964,4,827,3503,1
5352.1,1964,4,827,3503,1
5352.1,1964,4,827,3503,1
5352.1,1964,4,827,3503,1
5352.1,1964,4,827,3503,1
5352.1,1964,4,827,3503,1
2948.4,1969,4,2320,4336,0
4288.35,1976,4,32,1405,1
744.0,1931,8,1869,2549,2
541.75,1926,8,1099,4646,0
607.05,1917,1,3440,1197,2
2323.68,1936,8,884,5306,0
1640.0,1964,4,2946,2549,2
5396.85,1964,4,827,3503,1
3914.4,1970,4,2938,2549,2
1970.98,1992,5,32,2703,1
551.88,1911,1,874,5306,0
588.0,1918,1,3440,2549,2
771.0,1915,1,3446,1405,2
2536.5,1917,1,884,5306,0
4371.84,1963,4,3570,1311,2
1680.36,1964,4,2946,2549,2
5396.85,1964,4,827,3503,1
633.33,1929,8,1869,2549,2
1277.51,1914,1,874,1213,1
603.48,1918,1,2354,2549,2
702.0,1916,1,3446,1405,2
705.28,1919,1,2642,2715,2
1387.24,1961,4,950,1631,1
5343.15,1964,4,827,3503,1
5298.4,1964,4,827,3503,1
5325.25,1964,4,827,3503,1
5352.1,1964,4,827,3503,1
5343.15,1964,4,827,3503,1
5325.25,1964,4,827,3503,1
5298.4,1964,4,827,3503,1
8657.4,1968,4,3264,4361,0
1150.5,1989,5,2117,1405,2
604.5,1930,8,104,1218,1
759.51,1911,1,874,5306,0
585.12,1917,1,874,1197,1
664.1,1919,1,3446,1405,2
5370.0,1964,4,827,3503,1
5387.9,1964,4,827,3503,1
5399.94,1964,4,827,3503,1
8555.61,1968,4,3264,4361,0
1391.63,1913,1,2861,1197,2
610.6,1918,1,874,5306,0
1410.15,1916,1,2585,2549,2
4089.85,1958,2,1358,1408,1
5423.7,1964,4,827,3503,1
5423.7,1964,4,827,3503,1
876.07,1970,4,3264,4361,0
1530.75,1913,1,2861,1197,2
604.15,1917,1,1245,5306,0
2069.6,1916,1,2585,2549,2
4600.0,1963,4,2020,2549,2
3047.04,1970,4,3264,4361,0
7990.5,1991,5,3517,4022,2
682.08,1933,8,104,1218,1
1319.76,1937,8,2675,170,2
371.79,1898,3,2861,1522,2
597.06,1917,1,3452,1197,2
1917.64,1916,1,2585,2549,2
2331.0,1937,8,640,2549,1
4934.8,1966,4,2768,4588,0
3124.81,1970,4,3264,4361,0
702.47,1935,8,104,1218,1
614.11,1917,1,3452,5306,0
1462.0,1917,1,2585,2549,2
786.45,1962,4,3005,5439,0
782.99,1962,4,3005,5439,0
783.68,1962,4,3005,5439,0
796.08,1962,4,3005,5439,0
788.64,1962,4,3005,5439,0
782.99,1962,4,3005,5439,0
791.12,1962,4,3005,5439,0
788.64,1962,4,3005,5439,0
842.24,1962,4,3005,5439,0
785.46,1962,4,3005,5439,0
809.25,1962,4,3005,5439,0
771.75,1962,4,3005,5439,0
796.08,1962,4,3005,5439,0
789.33,1962,4,3005,5439,0
198.4,1962,4,3005,5439,0
796.8,1962,4,3005,5439,0
795.0,1962,4,3005,5439,0
789.66,1962,4,3005,5439,0
806.0,1962,4,3005,5439,0
796.8,1962,4,3005,5439,0
4294.0,1959,2,1303,1405,1
4027.1,1966,4,2768,4588,0
2843.5,1993,5,461,2527,1
1190.7,1935,8,104,1218,1
771.63,1920,8,1862,2549,2
597.84,1917,1,2585,2549,2
2501.25,1951,2,2585,2549,2
1256.64,1962,4,2312,1287,2
21048.46,1954,2,3133,5306,0
1428.84,1969,4,20,4336,0
1672.0,1993,5,3326,1625,2
674.5,1933,8,104,1218,1
1076.23,1913,1,2643,1197,2
607.76,1917,1,2585,2549,2
1214.76,1920,8,2643,1197,2
611.94,1917,1,2596,5306,0
1699.84,1927,8,1305,1405,1
4883.2,1970,4,38,4336,0
1624.75,1916,1,2585,2549,2
621.3,1917,1,2596,5306,0
3025.8,1966,4,2020,2764,2
2308.08,1970,4,38,4336,0
106.48,1918,1,285,2527,1
835.38,1895,3,115,2751,1
811.3,1959,2,3133,5306,0
7236.95,1966,4,2020,2549,2
6318.29,1970,4,1926,4336,0
3280.0,1962,4,2737,2549,2
1362.18,1940,2,1796,2549,1
1597.2,1916,1,2585,2549,2
621.3,1917,1,2145,2549,2
822.96,1946,2,2045,1446,2
3459.75,1970,4,1340,2725,1
379.79,1929,8,1681,2549,2
585.12,1918,1,2145,1197,2
447.3,1956,2,127,2751,1
2854.83,1969,4,1340,2568,1
11484.44,1975,4,2919,4336,0
618.8,1907,1,1681,2549,1
1335.6,1939,8,1796,2549,2
1142.96,1916,1,2585,2549,2
615.6,1918,1,2145,2549,2
509.95,1878,6,2192,4304,0
4286.4,1965,4,1510,2549,1
516.14,1907,1,1681,2549,1
60.63,1902,3,996,2715,1
4345.2,1973,4,648,2549,1
11012.4,1994,5,2700,4550,0
1950.0,1896,3,2306,1204,2
1271.0,1920,8,2597,2549,2
588.0,1918,1,2362,5306,0
61.92,1902,3,996,2715,1
4024.02,1992,5,827,4708,0
7056.0,1990,5,1530,2677,1
993.6,1922,8,2597,2549,2
66.0,1902,3,996,2715,1
2565.0,1960,4,558,2901,1
834.25,1920,8,2597,2549,2
608.45,1918,1,2362,2549,2
78.3,1905,1,996,2715,1
1886.04,1976,4,2121,2728,2
397.32,1939,8,3071,1456,2
958.82,1922,8,2597,2549,2
618.45,1918,1,534,5306,0
50.41,1901,3,996,2549,1
2244.71,1929,8,1556,2549,1
1228.8,1917,1,2362,2715,2
610.6,1918,1,534,5306,0
1093.4,1954,2,1132,2521,1
1241.35,1993,5,1175,3381,0
1241.35,1993,5,1175,4211,0
3158.1,1939,8,1796,2549,2
1642.2,1912,1,2362,1213,2
597.84,1918,1,1022,1197,1
1066.8,1895,3,2336,5386,0
1081.85,1948,2,1132,5306,0
2038.35,1960,4,1880,1442,2
4560.6,1971,4,2946,4009,0
3477.0,1970,4,357,1456,1
2243.16,1929,8,1556,2549,1
3136.64,1939,8,1796,2570,2
1675.52,1912,1,2362,1408,2
590.8,1918,1,797,1197,1
542.44,1949,2,1132,5306,0
7244.16,1972,4,1510,2549,1
2328.3,1939,8,1796,2549,2
621.3,1917,1,3470,2549,2
4349.1,1973,4,1510,2549,1
786.5,1913,1,1308,1197,1
2315.52,1938,8,1434,2549,1
612.75,1918,1,1909,5306,0
4454.5,1957,2,1241,1408,1
3812.48,1960,4,235,2724,1
7360.38,1972,4,1510,2549,1
1395.24,1927,8,1556,5306,0
1914.7,1939,8,1434,2549,1
611.28,1918,1,1909,5306,0
2643.78,1918,1,2347,706,2
4624.8,1955,2,268,1618,1
3154.05,1960,4,235,2751,1
17592.38,1974,4,1510,2580,1
1006.36,1920,8,1258,1197,1
614.76,1917,1,1073,5306,0
1534.72,1923,8,1132,5306,0
6979.5,1975,4,1101,1408,1
1604.28,1929,8,1556,2741,1
168.0,1915,1,1258,1405,1
621.3,1918,1,1073,5306,0
964.6,1948,2,1132,2549,1
4108.5,1960,4,235,2724,1
6987.96,1975,4,1101,1408,1
4056.52,1991,5,1333,1549,1
588.7,1929,8,1556,2549,1
1420.16,1891,3,2564,4192,0
581.49,1918,1,2624,1405,2
3115.76,1951,2,1132,5306,0
2669.76,1960,4,235,2724,1
2684.0,1904,3,2603,1405,2
594.5,1929,8,1556,2549,1
599.2,1917,1,2444,2549,2
1256.64,1920,8,2110,1469,2
2039.18,1950,2,1722,1490,1
3263.0,1963,4,2663,2549,2
783.3,1937,8,1462,2549,1
1160.0,1929,8,1556,2549,1
1422.0,1908,1,1909,2549,1
621.3,1917,1,2444,2549,2
3260.0,1961,4,2663,2549,2
1426.5,1909,1,1909,5306,0
623.48,1917,1,3178,2549,2
649.25,1913,1,2363,2549,2
598.32,1917,1,2147,1405,2
2090.55,1956,2,192,2549,1
847.55,1953,2,1561,2549,1
4267.2,1992,5,1830,2578,2
2032.24,1950,2,192,2549,1
1056.4,1950,2,1308,2673,1
1764.0,1986,5,456,3950,0
3260.0,1956,2,192,2549,1
1898.54,1953,2,1561,2549,1
1442.0,1986,5,456,3950,0
3265.0,1956,2,192,2549,1
253.08,1932,8,1610,4306,0
831.6,1953,2,1561,2549,1
3161.59,1939,8,1610,2549,1
1080.06,1956,2,192,2549,1
1091.55,1953,2,1561,2549,1
1238.3,1993,5,2880,4185,0
742.92,1892,3,1087,1197,1
1428.0,1935,8,1036,5306,0
941.36,1928,8,1087,1197,1
3293.4,1956,2,192,2549,1
3289.62,1953,2,1561,2549,1
1844.7,1962,4,1759,4219,0
730.84,1929,8,1087,1197,1
3294.65,1953,2,1561,2549,1
603.42,1895,3,1313,2549,1
1631.73,1956,2,192,2549,1
3278.06,1953,2,1561,2549,1
843.28,1944,2,1561,2549,1
2111.03,1897,3,1313,2549,1
729.0,1929,8,1087,1197,1
2150.66,1948,2,192,2549,1
825.79,1953,2,1561,2549,1
1439.88,1897,3,1313,2549,1
563.58,1929,8,1087,1197,1
1428.57,1941,2,130,2549,1
2016.28,1950,2,192,2549,1
807.5,1953,2,1561,2549,1
3214.38,1953,2,3184,2549,2
747.15,1897,3,1313,2549,1
687.0,1930,8,1087,1197,1
4281.94,1953,2,1561,2549,1
7743.48,1993,5,1066,5306,0
769.34,1897,3,1313,2549,1
595.41,1927,8,1087,1197,1
1415.68,1950,2,192,2549,1
4240.8,1953,2,1561,2549,1
781.74,1897,3,1313,2549,1
740.9,1928,8,1087,1197,1
2044.4,1950,2,192,2549,1
4225.6,1953,2,1561,2549,1
3309.74,1953,2,1561,2549,1
1099.56,1930,8,1087,1197,1
2889.25,1956,2,192,2549,1
1895.0,1953,2,1561,2549,1
9676.08,1986,5,816,2527,1
13313.6,1996,5,3262,1408,2
666.0,1931,8,1087,1197,1
3275.0,1956,2,192,2549,1
4222.5,1953,2,1561,2549,1
2553.6,1963,4,1180,1405,1
703.08,1931,8,1087,1197,1
3270.0,1953,2,1561,2549,1
6006.0,1993,5,1203,3481,0
6022.8,1993,5,1203,3481,0
6228.0,1993,5,1203,3481,0
320.6,1929,8,1362,5306,0
1029.6,1945,2,192,1197,1
3269.5,1953,2,1561,2549,1
2915.64,1923,8,2591,2549,2
4141.5,1956,2,192,2549,1
2119.0,1953,2,1561,2549,1
1423.8,1950,2,192,2549,1
4288.35,1953,2,1561,2549,1
20763.6,1988,5,461,1428,1
4290.28,1953,2,1561,2549,1
5041.9,1993,5,2132,1405,2
3410.52,1973,4,2907,2549,2
1067.8,1958,2,1561,2549,1
2837.68,1883,3,2359,1290,2
9961.65,1981,5,3574,2549,2
2280.0,1942,2,944,1543,1
1062.18,1958,2,1561,2549,1
4772.5,1919,1,548,2549,1
256.0,1989,5,1061,2914,1
1592.47,1928,8,1176,2549,1
434.98,1940,2,1648,1405,1
2863.85,1958,2,1561,2549,1
5902.45,1982,5,793,4336,0
1349.04,1928,8,1176,2549,1
1438.69,1958,2,1561,2549,1
1602.72,1928,8,1176,2549,1
2857.5,1958,2,1561,4105,0
7224.0,1974,4,197,3392,1
7536.6,1974,4,197,4221,0
734.41,1972,4,986,2549,1
2279.2,1972,4,986,4549,0
967.74,1972,4,986,2550,1
605.16,1972,4,986,2549,1
627.08,1972,4,986,2549,1
695.8,1972,4,986,2549,1
783.51,1972,4,986,2549,1
839.8,1972,4,986,2549,1
645.16,1972,4,986,2549,1
805.2,1972,4,986,2550,1
1446.64,1928,8,1176,2549,1
2857.5,1958,2,1561,4105,0
2857.5,1958,2,1561,4105,0
4288.35,1979,4,1413,4336,0
2156.35,1995,5,247,1408,1
1327.48,1928,8,1176,2549,1
2857.5,1959,2,1561,4105,0
439.42,1928,8,2365,2772,2
4316.8,1979,4,1413,4336,0
2857.5,1959,2,1561,4211,0
2856.64,1958,2,1561,3382,0
4343.22,1961,4,1841,2549,2
2999.7,1968,4,2857,3913,0
795.15,1928,8,1176,2549,1
3307.75,1958,2,1561,2549,1
20737.5,1994,5,131,4005,1
1438.08,1928,8,1176,2549,1
2857.5,1959,2,1561,4105,0
1520.86,1928,8,1176,2549,1
2857.5,1959,2,1561,4211,0
1455.84,1928,8,1176,2549,1
2857.5,1959,2,1561,4105,0
4006.24,1976,4,827,562,1
1396.12,1930,8,1176,2549,1
188.76,1935,8,2064,5306,0
2857.5,1959,2,1561,4105,0
2880.0,1958,2,1561,3305,0
1334.88,1931,8,1176,2549,1
2857.5,1959,2,1561,4105,0
1173.75,1931,8,1176,2549,1
341.7,1942,2,2064,5362,0
2857.5,1959,2,1561,4105,0
2879.24,1959,2,1561,3305,0
2857.5,1959,2,1561,4105,0
2880.0,1959,2,1561,3305,0
394.02,1993,5,3322,1197,2
2857.5,1959,2,1561,4105,0
2371.68,1931,8,3206,2549,2
2857.5,1960,4,1561,4211,0
2857.5,1960,4,1561,4105,0
1555.2,1929,8,3206,2549,2
2857.5,1958,2,1561,4211,0
1243.2,1989,5,1170,4231,0
2857.5,1960,4,1561,3305,0
1064.0,1966,4,2827,1405,2
13908.0,1991,5,2946,4336,0
1741.15,1929,8,3206,2549,2
1519.4,1942,2,2064,2701,2
2857.5,1960,4,1561,4211,0
2404.62,1931,8,3206,2549,2
2857.5,1958,2,1561,4211,0
4506.0,1966,4,2248,4102,0
4826.2,1994,5,793,2848,1
2857.5,1961,4,1561,4211,0
3804.72,1967,4,2036,1418,2
3881.1,1967,4,558,2607,1
3876.04,1967,4,558,2607,1
1099.08,1927,8,22,2549,1
701.4,1930,8,22,2549,1
3247.94,1960,4,1561,543,1
1128.4,1933,8,22,2549,1
2866.5,1962,4,1561,4105,0
2169.0,1994,5,1662,1456,1
829.55,1935,8,22,2549,1
2857.5,1962,4,1561,4246,0
2169.0,1994,5,1662,1405,1
852.6,1935,8,22,2549,1
2857.5,1962,4,1561,4211,0
75263.35,1994,5,2097,4600,3
882.5,1935,8,22,2549,1
1334.84,1943,2,967,2549,1
953.68,1912,1,1163,1408,1
2857.5,1962,4,1561,4211,0
3876.04,1995,5,1971,4336,0
1548.14,1931,8,22,2549,1
805.8,1935,8,22,2549,1
3311.28,1961,4,1561,2549,1
3138.75,1939,8,1434,2549,1
882.5,1931,8,1163,1405,1
3319.8,1961,4,1561,2549,1
875.0,1914,1,2123,1197,2
583.2,1964,4,2954,2901,2
2938.64,1925,8,1434,2549,1
3330.0,1961,4,1561,2549,1
3202.14,1967,4,1822,1405,2
3289.62,1962,4,1561,2549,1
354.24,1928,8,1432,2527,1
2449.92,1943,2,3185,1360,2
2291.9,1896,3,782,5306,0
3320.85,1962,4,1561,2549,1
3436.56,1968,4,880,2549,1
523.24,1930,8,1432,2527,1
1587.17,1939,8,2602,2750,2
1527.68,1906,1,835,1493,1
2008.32,1961,4,1561,2549,1
487.62,1933,8,2570,5300,0
1794.96,1939,8,134,2549,1
1572.9,1907,1,835,2549,1
3917.55,1950,2,240,1794,1
473.67,1933,8,2570,5300,0
2254.5,1962,4,1561,2549,1
3890.9,1950,2,240,5306,0
199.5,1933,8,2570,5300,0
1595.06,1967,4,908,1405,1
179.22,1933,8,2570,5300,0
1792.5,1907,1,835,2549,1
3291.12,1962,4,1561,2549,1
3675.1,1967,4,2639,2549,2
320.6,1932,8,2570,5300,0
3641.4,1967,4,2639,2751,2
3641.4,1967,4,2639,1784,2
3641.4,1967,4,2639,2751,2
3641.4,1967,4,2639,2751,2
3641.4,1967,4,2639,2751,2
655.34,1927,8,2175,2549,2
2542.32,1907,1,835,2549,1
3263.0,1963,4,1561,2549,1
3655.68,1967,4,2639,2751,2
2189.2,1907,1,835,2549,1
3685.38,1967,4,2639,5439,0
3649.4,1967,4,2639,4982,0
385.2,1928,8,2175,2549,2
4296.8,1966,4,1864,4336,0
697.95,1928,8,2175,2549,2
1745.74,1940,2,2313,2822,2
918.72,1944,2,1561,2549,1
2214.45,1907,1,835,2552,1
1103.96,1945,2,1561,2549,1
135.42,1945,2,157,5306,0
1018.35,1945,2,1561,2549,1
5074.84,1911,1,2362,5306,0
1066.8,1945,2,1561,2549,1
3300.0,1956,2,2603,2549,2
777.85,1931,8,2175,2549,2
3300.0,1956,2,2603,2549,2
1061.06,1945,2,1561,2549,1
1083.89,1945,2,1561,2549,1
3973.8,1962,4,553,3508,1
5558.64,1962,4,553,3508,1
5558.64,1962,4,553,3508,1
5541.16,1962,4,553,3508,1
4655.05,1962,4,553,3508,1
5556.25,1962,4,553,3508,1
5541.16,1962,4,553,3508,1
5558.64,1962,4,553,3508,1
5567.38,1962,4,553,3508,1
378.0,1945,2,2603,1405,2
1026.72,1945,2,1561,2549,1
4328.16,1960,4,283,4211,0
1089.2,1934,8,2175,2549,2
285.2,1945,2,2603,1405,2
1018.35,1945,2,1561,2549,1
1006.74,1919,1,267,2549,1
800.0,1945,2,2603,1405,2
1085.85,1945,2,1561,2549,1
253.8,1890,3,1802,1374,1
796.8,1945,2,2603,1405,2
1070.61,1945,2,1561,2549,1
1079.04,1945,2,1561,2549,1
1468.5,1945,2,2603,2549,2
1009.98,1945,2,1561,2549,1
3275.0,1947,2,2603,2549,2
1072.4,1945,2,1561,2549,1
203.04,1917,1,267,1197,1
1070.61,1946,2,1561,2549,1
3234.0,1947,2,2603,2549,2
1074.42,1946,2,1561,2549,1
3204.6,1947,2,2603,2549,2
1078.23,1946,2,1561,2549,1
1586.32,1946,2,1561,2549,1
4294.0,1949,2,2603,2549,2
1074.42,1946,2,1561,2549,1
4303.32,1953,2,2603,2549,2
1588.17,1946,2,1561,2549,1
3269.5,1954,2,2603,2549,2
1586.32,1946,2,1561,2549,1
3250.0,1954,2,2603,2549,2
840.0,1946,2,1561,2549,1
3250.0,1948,2,2603,2549,2
1579.42,1946,2,1561,2549,1
8650.5,1949,2,2603,2549,2
1216.03,1946,2,1561,2549,1
3287.55,1954,2,2603,2549,2
1067.84,1946,2,1561,2549,1
3250.0,1948,2,2603,2549,2
1174.12,1941,2,3317,1197,2
833.12,1915,1,2603,1405,2
1083.89,1946,2,1561,2549,1
792.0,1949,2,1561,2549,1
698.9,1950,2,1561,4510,0
2146.5,1918,1,3440,2549,2
2044.4,1925,8,3440,1405,2
602.97,1920,8,267,1580,1
820.64,1903,3,2564,2549,2
3330.99,1953,2,1561,2549,1
2372.72,1933,8,2083,2855,2
655.11,1912,1,534,5306,0
3298.14,1958,2,1561,2549,1
360.57,1918,1,267,1408,1
1198.99,1956,2,1216,5375,0
3278.06,1963,4,1561,2549,1
3306.6,1963,4,1561,2549,1
1223.1,1941,2,3546,2549,2
3288.1,1963,4,1561,2549,1
1444.18,1934,8,1112,182,1
1992.94,1941,2,3546,2549,2
3525.6,1963,4,1561,2549,1
3440.2,1963,4,1561,2549,1
3146.7,1914,1,1909,5306,0
2158.4,1951,2,1554,2549,1
7989.32,1965,4,1618,2746,1
2266.0,1909,1,1909,2549,1
2133.5,1911,1,1909,2549,1
1686.56,1955,2,2168,2549,2
1654.32,1922,8,2587,2549,2
1550.36,1921,8,2587,2549,2
4120.2,1965,4,2942,2549,2
1529.3,1884,3,3446,1405,2
623.5,1923,8,3446,1405,2
787.5,1941,2,134,5306,0
645.0,1923,8,3446,1628,2
496.8,1923,8,3446,1405,2
1619.2,1905,1,2603,1197,2
110.74,1941,2,134,5300,0
675.7,1917,1,3446,1405,2
10669.12,1965,4,2946,2549,2
222.25,1941,2,134,5306,0
744.0,1901,3,3446,1405,2
1550.43,1942,2,134,2549,1
667.0,1900,3,3446,1405,2
2061.72,1940,2,134,2549,1
976.8,1907,1,3446,2549,2
1296.0,1951,2,2533,2751,2
1557.0,1938,8,134,2750,1
4507.65,1965,4,1510,2752,1
814.0,1955,2,1986,5375,0
991.86,1918,1,267,170,1
975.12,1924,8,267,2549,1
691.36,1938,8,2806,2549,2
2164.5,1924,8,267,2549,1
1294.92,1898,3,2342,2549,2
794.31,1895,3,1031,5306,0
693.25,1901,3,1031,5306,0
695.6,1901,3,1031,5306,0
1254.6,1924,8,267,2549,1
693.25,1901,3,1031,5306,0
693.25,1901,3,1031,5306,0
304.0,1919,1,267,1580,1
2817.0,1926,8,1475,156,1
1065.78,1939,8,1475,1405,1
3431.6,1955,2,3297,1405,2
1239.09,1947,2,2065,73,2
929.53,1923,8,3386,2631,2
925.36,1923,8,2642,2631,2
1220.0,1923,8,1132,5324,0
399.96,1923,8,1071,1515,1
1150.5,1923,8,2169,2631,2
1216.0,1922,8,2587,1515,2
537.95,1923,8,2104,5324,0
407.5,1905,1,3446,1344,2
591.8,1915,1,3446,1405,2
881.1,1915,1,3446,1405,2
1057.41,1919,1,267,4156,1
835.2,1908,1,3446,1408,2
3137.54,1968,4,2716,4336,0
337.62,1969,4,1962,2894,2
883.2,1969,4,644,4336,0
3352.8,1969,4,399,2549,1
2170.12,1969,4,53,4590,0
3362.96,1969,4,46,4336,0
3420.21,1969,4,2030,4336,0
3251.2,1969,4,2041,2892,2
1099.8,1920,8,3446,1405,2
4297.68,1963,4,102,3381,1
4271.2,1963,4,102,3381,1
4286.4,1963,4,102,3381,1
4290.06,1963,4,102,3381,1
4284.43,1963,4,102,3381,1
4282.44,1963,4,102,3381,1
4297.68,1963,4,102,3381,1
4320.54,1963,4,102,3381,1
4299.3,1963,4,102,3381,1
4276.82,1963,4,102,3381,1
859.36,1922,8,102,1197,1
940.23,1920,8,102,1197,1
1981.53,1920,8,2347,1197,2
8481.75,1975,4,3139,2589,2
4177.5,1964,4,2796,1408,2
847.2,1932,8,260,2549,1
716.16,1929,8,2109,2549,2
4864.86,1966,4,2166,2549,2
3251.94,1968,4,531,1408,1
3413.48,1975,4,558,170,1
1067.2,1928,8,3454,2549,2
3233.52,1969,4,531,1604,1
1185.9,1929,8,3454,2549,2
4331.88,1967,4,1289,2549,1
871.85,1930,8,3454,2549,2
3230.88,1969,4,1289,2549,1
7332.78,1974,4,1510,1408,1
1839.2,1969,4,1289,2549,1
399.0,1930,8,3454,5300,0
3187.8,1969,4,240,5439,0
383.35,1969,4,240,5439,0
340.18,1969,4,240,5439,0
334.18,1969,4,240,5439,0
301.6,1969,4,240,5439,0
1590.6,1969,4,240,5439,0
299.3,1969,4,240,5439,0
248.52,1969,4,240,5439,0
253.75,1969,4,240,5439,0
2707.1,1969,4,1448,2751,1
4309.2,1969,4,1684,2751,1
4226.04,1969,4,2182,4336,0
4343.4,1969,4,2725,2751,2
4286.52,1969,4,2952,4588,0
4654.55,1968,4,3120,1408,2
3795.0,1969,4,1341,4336,0
760.0,1930,8,833,1405,1
16209.3,1968,4,1548,2549,1
7162.8,1968,4,1548,4567,0
7162.8,1968,4,1548,3488,0
2267.45,1966,4,3465,2549,2
5355.09,1969,4,1955,5306,0
4975.27,1968,4,3363,4336,0
4995.54,1968,4,3363,4336,0
3325.14,1968,4,3363,4336,0
4093.95,1967,4,1751,1408,1
5057.0,1967,4,1015,1408,1
5107.74,1967,4,1015,1571,1
164.52,1965,4,165,1433,1
1310.52,1967,4,1324,1405,1
3151.46,1965,4,1074,4336,0
4642.5,1962,4,2603,2527,2
4635.0,1962,4,2603,2527,2
3245.0,1967,4,2600,4336,0
504.0,1928,8,217,1405,1
5668.2,1968,4,2346,4336,0
4657.4,1968,4,2946,2549,2
4568.7,1968,4,2946,2549,2
8166.84,1969,4,2946,2549,2
8197.2,1969,4,2946,2549,2
2369.64,1968,4,2946,2549,2
2422.74,1968,4,2946,2549,2
2559.2,1968,4,2946,2549,2
3974.04,1968,4,2946,2549,2
2795.24,1968,4,2946,2549,2
4263.6,1968,4,2946,2549,2
94.5,1925,8,217,1556,1
5123.37,1966,4,760,178,1
237.16,1925,8,217,1556,1
3757.65,1918,1,1909,5306,0
7315.95,1969,4,2389,4336,0
2331.92,1968,4,986,2549,1
2330.37,1968,4,986,2549,1
2330.37,1968,4,986,2549,1
3035.55,1968,4,986,2549,1
3027.29,1968,4,986,2549,1
3012.63,1968,4,986,2549,1
3673.6,1968,4,986,2549,1
3708.0,1968,4,986,2549,1
3483.0,1967,4,235,2549,1
6908.4,1969,4,1659,4432,0
2065.5,1932,8,1785,2549,2
1713.6,1931,8,262,2549,1
605.8,1930,8,3492,4695,0
994.84,1929,8,1344,2549,1
980.69,1929,8,1344,2549,1
1177.5,1929,8,1344,2549,1
1502.24,1929,8,1344,2549,1
683.76,1928,8,3187,2549,2
703.8,1928,8,3187,2549,2
803.43,1929,8,3187,2549,2
807.82,1929,8,3187,2549,2
1144.0,1929,8,3187,2549,2
713.7,1931,8,3187,2549,2
471.2,1930,8,3187,2549,2
1404.2,1922,8,790,1405,1
1398.78,1922,8,790,1405,1
1369.65,1921,8,790,1405,1
1359.3,1923,8,790,1405,1
346.5,1919,1,790,1405,1
3009.6,1965,4,2610,1568,2
686.4,1921,8,790,1405,1
2909.41,1965,4,2610,1408,2
1451.8,1922,8,790,1405,1
2941.45,1965,4,2610,1438,2
1448.4,1922,8,790,1405,1
371.36,1921,8,790,1405,1
1882.44,1922,8,2591,1197,2
1560.6,1920,8,790,1405,1
4223.34,1959,2,240,5380,0
384.56,1931,8,830,5306,0
1260.0,1965,4,2918,4336,0
1285.2,1965,4,2918,4336,0
826.8,1922,8,1099,2549,1
274.94,1922,8,1099,2549,1
396.72,1922,8,1099,2667,1
3570.12,1965,4,2463,401,2
219.24,1923,8,1099,1238,1
504.0,1923,8,1099,1239,1
528.5,1923,8,1099,1199,1
324.9,1921,8,1219,2549,1
483.84,1922,8,1099,2669,1
552.72,1923,8,1099,2667,1
694.72,1923,8,1099,2667,1
2121.8,1965,4,1325,2549,1
297.0,1923,8,1099,2763,1
389.3,1919,1,1930,2549,1
395.6,1911,1,1930,2549,1
395.6,1911,1,1930,2549,1
440.82,1923,8,1099,2759,1
372.84,1924,8,1099,1213,1
